date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:21:45	81534/81534	---M-Z	200	added ('OK')	application/javascript	etag:W/%2252e37a9c333a32284a33ded8c7db1a37%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.dc737072.bundle.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.dc737072.bundle.min.js	(from https://www.virtualstaffing.net/)
15:21:46	175698/175698	---M-Z	200	added ('OK')	application/javascript	etag:W/%228dac2ff561c47cfce75231b41f6d61a9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.e01fbae6.bundle.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-thunderbolt/dist/main.e01fbae6.bundle.min.js	(from https://www.virtualstaffing.net/)
15:21:46	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.virtualstaffing.net/)
15:21:46	12463/12463	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263d498e143f421cc44dfb64f22fef270%22	https://static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/unpkg/react@16.14.0/umd/react.production.min.js	(from https://www.virtualstaffing.net/)
15:21:46	7897/7897	---M-Z	200	added ('OK')	application/javascript	etag:W/%2282ef8cd522818464cafdf4bf58ab1ffa%22	https://static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/tag-manager-client/1.705.0/siteTags.bundle.min.js	(from https://www.virtualstaffing.net/)
15:21:47	27728/27728	---M-Z	200	added ('OK')	application/javascript	etag:W/%229562c76ed2a51f076cdd128b590e7b83%22	https://static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/services/wix-perf-measure/1.1058.0/wix-perf-measure.umd.min.js	(from https://www.virtualstaffing.net/)
15:21:47	167278/167278	---M--	200	added ('OK')	text/javascript	etag:15902241286361118822	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-4177865954297096	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/pagead2.googlesyndication.com/pagead/js/fb62f.txt	(from https://www.virtualstaffing.net/)
15:21:47	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c5abc87541fe6bb0f43f22af475a8b20%22	https://static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.parastorage.com/unpkg/react-dom@16.14.0/umd/react-dom.production.min.js	(from https://www.virtualstaffing.net/)
15:21:48	33951/33951	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:21%20GMT	https://static.wixstatic.com/media/1f031c_48de669844b140f4be33cb4556e88545~mv2.png/v1/fill/w_196,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/VSS_FAITH.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_48de669844b140f4be33cb4556e88545_mv2.png/v1/fill/w_196,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/VSS_FAITH.png	(from https://www.virtualstaffing.net/)
15:21:50	574622/574622	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:22%20GMT	https://www.virtualstaffing.net/aboutus	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/aboutus.html	(from https://www.virtualstaffing.net/)
15:21:50	464588/464588	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:23%20GMT	https://www.virtualstaffing.net/services	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/services.html	(from https://www.virtualstaffing.net/)
15:21:52	769966/769966	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:24%20GMT	https://www.virtualstaffing.net/careers	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/careers.html	(from https://www.virtualstaffing.net/)
15:21:52	2047/2047	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:25%20GMT	https://static.wixstatic.com/media/1f031c_bf55fa04dd1e4fb7879ca5bc68fa45dc~mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_bf55fa04dd1e4fb7879ca5bc68fa45dc~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_bf55fa04dd1e4fb7879ca5bc68fa45dc_mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_bf55fa04dd1e4fb7879ca5bc68fa45dc_mv2.1	(from https://www.virtualstaffing.net/)
15:21:52	994273/994273	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:25%20GMT	https://static.wixstatic.com/media/1f031c_f70c99203f894ca6899514a1486d861d~mv2.png/v1/fill/w_1331,h_668,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/MAP_STAFFING.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_f70c99203f894ca6899514a1486d861d_mv2.png/v1/fill/w_1331,h_668,al_c,q_90,usm_0.66_1.00_0.01,enc_auto/MAP_STAFFING.png	(from https://www.virtualstaffing.net/)
15:21:52	16005/16005	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:25%20GMT	https://static.wixstatic.com/media/1f031c_e2618369c1d04ff7b2fafa1173838db5~mv2.png/v1/fill/w_199,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/staffing%20made%20easy.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_e2618369c1d04ff7b2fafa1173838db5_mv2.png/v1/fill/w_199,h_113,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/staffing%20made%20easy.png	(from https://www.virtualstaffing.net/)
15:21:53	3765/3765	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:26%20GMT	https://static.wixstatic.com/media/1f031c_0d8e48168b3949f7bd8f498ed8d063c3~mv2.png/v1/fill/w_287,h_50,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/BUTTON.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_0d8e48168b3949f7bd8f498ed8d063c3_mv2.png/v1/fill/w_287,h_50,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/BUTTON.png	(from https://www.virtualstaffing.net/)
15:21:53	451531/451531	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Mar%202023%2007:22:24%20GMT	https://www.virtualstaffing.net/contactus	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/www.virtualstaffing.net/contactus.html	(from https://www.virtualstaffing.net/)
15:21:54	443188/443188	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:26%20GMT	https://static.wixstatic.com/media/1f031c_e82b279623884acb8790587625b34340~mv2.png/v1/fill/w_570,h_468,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/COLLAGE.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_e82b279623884acb8790587625b34340_mv2.png/v1/fill/w_570,h_468,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/COLLAGE.png	(from https://www.virtualstaffing.net/)
15:21:54	1366/1366	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:27%20GMT	https://static.wixstatic.com/media/1f031c_fa11d079f4ae44889e77ebca79c4a0d0~mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_fa11d079f4ae44889e77ebca79c4a0d0~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_fa11d079f4ae44889e77ebca79c4a0d0_mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_fa11d079f4ae44889e77ebca79c4a0d0_mv2.1	(from https://www.virtualstaffing.net/)
15:21:54	425474/425474	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:27%20GMT	https://static.wixstatic.com/media/1f031c_070060e10f9c4606a9cfb73dbd244bf7~mv2.png/v1/fill/w_617,h_355,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/HOW%20DOES.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_070060e10f9c4606a9cfb73dbd244bf7_mv2.png/v1/fill/w_617,h_355,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/HOW%20DOES.png	(from https://www.virtualstaffing.net/)
15:21:55	1043/1043	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:28%20GMT	https://static.wixstatic.com/media/1f031c_0d8e48168b3949f7bd8f498ed8d063c3~mv2.png/v1/fill/w_72,h_13,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/BUTTON.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_0d8e48168b3949f7bd8f498ed8d063c3_mv2.png/v1/fill/w_72,h_13,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/BUTTON.png	(from https://www.virtualstaffing.net/)
15:21:55	4080/4080	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:28%20GMT	https://static.wixstatic.com/media/1f031c_ffc78104a6224b5a84b0a7e8b42e8711~mv2.png/v1/fill/w_55,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/started.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_ffc78104a6224b5a84b0a7e8b42e8711_mv2.png/v1/fill/w_55,h_28,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/started.png	(from https://www.virtualstaffing.net/)
15:21:56	68079/68079	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:29%20GMT	https://static.wixstatic.com/media/1f031c_a3ab17ebddad491185c731c326aa2b4a~mv2.png/v1/fill/w_407,h_420,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/how1to5.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_a3ab17ebddad491185c731c326aa2b4a_mv2.png/v1/fill/w_407,h_420,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/how1to5.png	(from https://www.virtualstaffing.net/)
15:21:56	4013/4013	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:29%20GMT	https://static.wixstatic.com/media/1f031c_68bd7dcea9ec4e438be55fbdc542a324~mv2.png/v1/fill/w_63,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/collage3.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_68bd7dcea9ec4e438be55fbdc542a324_mv2.png/v1/fill/w_63,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/collage3.png	(from https://www.virtualstaffing.net/)
15:21:56	1355/1355	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:29%20GMT	https://static.wixstatic.com/media/1f031c_eb49090304d245f48eeb7ec37060be51~mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_eb49090304d245f48eeb7ec37060be51~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_eb49090304d245f48eeb7ec37060be51_mv2.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_eb49090304d245f48eeb7ec37060be51_mv2.1	(from https://www.virtualstaffing.net/)
15:21:57	4932/4932	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:30%20GMT	https://static.wixstatic.com/media/1f031c_794674149f5e47cdb43a1ef772c98404~mv2.png/v1/fill/w_73,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/tiles.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_794674149f5e47cdb43a1ef772c98404_mv2.png/v1/fill/w_73,h_26,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/tiles.png	(from https://www.virtualstaffing.net/)
15:21:57	10610/10610	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:30%20GMT	https://static.wixstatic.com/media/1f031c_a4454710b46b48a2ae92b8dc9d67f3bf~mv2.png/v1/fill/w_97,h_32,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/vans.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_a4454710b46b48a2ae92b8dc9d67f3bf_mv2.png/v1/fill/w_97,h_32,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/vans.png	(from https://www.virtualstaffing.net/)
15:21:58	3663/3663	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:31%20GMT	https://static.wixstatic.com/media/1f031c_86c439bcbcff43ecbc7ed11c38a7c6c1~mv2.png/v1/fill/w_114,h_12,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/certs.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_86c439bcbcff43ecbc7ed11c38a7c6c1_mv2.png/v1/fill/w_114,h_12,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/certs.png	(from https://www.virtualstaffing.net/)
15:21:58	3899/3899	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:31%20GMT	https://static.wixstatic.com/media/1f031c_60fdbe16cc6c406f8992950a74ab6c00~mv2.png/v1/fill/w_59,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/services.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_60fdbe16cc6c406f8992950a74ab6c00_mv2.png/v1/fill/w_59,h_17,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/services.png	(from https://www.virtualstaffing.net/)
15:21:58	1649/1649	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/11062b_6f4f22d3a32f4cfd92739f410f2d4038f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/11062b_6f4f22d3a32f4cfd92739f410f2d4038f000.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/11062b_6f4f22d3a32f4cfd92739f410f2d4038f000.jpg/v1/fill/w_147,h_83,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/11062b_6f4f22d3a32f4cfd92739f410f2d4038f000.2	(from https://www.virtualstaffing.net/)
15:21:59	6086/6086	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/1f031c_767658e3e0414d19b86139339b0dda16~mv2.png/v1/fill/w_64,h_24,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/globalFootprint_1600_site.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_767658e3e0414d19b86139339b0dda16_mv2.png/v1/fill/w_64,h_24,al_c,q_85,usm_0.66_1.00_0.01,blur_2,enc_auto/globalFootprint_1600_site.png	(from https://www.virtualstaffing.net/)
15:21:59	2546/2546	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/1f031c_4cf4d72ff4ff4811989877e5fae2bd4bf000.jpg/v1/fill/w_122,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_4cf4d72ff4ff4811989877e5fae2bd4bf000.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_4cf4d72ff4ff4811989877e5fae2bd4bf000.jpg/v1/fill/w_122,h_69,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_4cf4d72ff4ff4811989877e5fae2bd4bf000.2	(from https://www.virtualstaffing.net/)
15:22:00	2040/2040	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/1f031c_4f3b09f384df45408820c70ed2c4ea81~mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_4f3b09f384df45408820c70ed2c4ea81~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_4f3b09f384df45408820c70ed2c4ea81_mv2.jpg/v1/fill/w_147,h_98,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_4f3b09f384df45408820c70ed2c4ea81_mv2.2	(from https://www.virtualstaffing.net/)
15:22:00	4510/4510	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/1f031c_36f258044ecf4871bb007f9b7b2c5ebe~mv2.jpeg/v1/fill/w_140,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_36f258044ecf4871bb007f9b7b2c5ebe~mv2.jpeg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_36f258044ecf4871bb007f9b7b2c5ebe_mv2.jpe/v1/fill/w_140,h_105,al_c,q_80,usm_0.66_1.00_0.01,blur_2/1f031c_36f258044ecf4871bb007f9b7b2c5ebe_mv2.2	(from https://www.virtualstaffing.net/)
15:22:00	36675/36675	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:32%20GMT	https://static.wixstatic.com/media/1f031c_13530dd75cb64ea5998c46c4888a0e8a~mv2.png/v1/fill/w_184,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/VSS%20logo-02.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_13530dd75cb64ea5998c46c4888a0e8a_mv2.png/v1/fill/w_184,h_84,al_c,q_85,usm_0.66_1.00_0.01,blur_3,enc_auto/VSS%20logo-02.png	(from https://www.virtualstaffing.net/)
15:22:00	2628/2628	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:33%20GMT	https://static.wixstatic.com/media/1f031c_1041b7a5861240518a1e2273e0e28090~mv2.jpg/v1/fill/w_105,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_1041b7a5861240518a1e2273e0e28090~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_1041b7a5861240518a1e2273e0e28090_mv2.jpg/v1/fill/w_105,h_79,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_1041b7a5861240518a1e2273e0e28090_mv2.2	(from https://www.virtualstaffing.net/)
15:22:01	452334/452334	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:34%20GMT	https://static.wixstatic.com/media/1f031c_65da939e2d7748e1a6376b7ed438732a~mv2.png/v1/fill/w_484,h_508,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/callcenterMan.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_65da939e2d7748e1a6376b7ed438732a_mv2.png/v1/fill/w_484,h_508,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/callcenterMan.png	(from https://www.virtualstaffing.net/aboutus)
15:22:01	2236/2236	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Mar%202023%2007:22:34%20GMT	https://static.wixstatic.com/media/1f031c_f895eddea2fb4fda97ccaf8c4d245611~mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/1f031c_f895eddea2fb4fda97ccaf8c4d245611~mv2.jpg	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_f895eddea2fb4fda97ccaf8c4d245611_mv2.jpg/v1/fill/w_147,h_82,al_c,q_80,usm_0.66_1.00_0.01,blur_2,/1f031c_f895eddea2fb4fda97ccaf8c4d245611_mv2.2	(from https://www.virtualstaffing.net/aboutus)
15:22:01	103030/103030	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:34%20GMT	https://static.wixstatic.com/media/1f031c_06b533770eb74229a9be26d5e8b48970~mv2.png/v1/crop/x_2,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/brian.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_06b533770eb74229a9be26d5e8b48970_mv2.png/v1/crop/x_2,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/brian.png	(from https://www.virtualstaffing.net/aboutus)
15:22:02	46138/46138	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:35%20GMT	https://static.wixstatic.com/media/1f031c_631d068f5c2f454885351b03507e239f~mv2.png/v1/crop/x_2,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/brian.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_631d068f5c2f454885351b03507e239f_mv2.png/v1/crop/x_2,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/brian.png	(from https://www.virtualstaffing.net/aboutus)
15:22:02	70392/70392	---M--	200	added ('OK')	image/png	date:Wed,%2008%20Mar%202023%2007:22:35%20GMT	https://static.wixstatic.com/media/1f031c_966b96a88de74fb5842c1e2d2ce2187d~mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/emmylou.png	C:/Users/GAMERZ/Desktop/dev-folder/websites/virtualstaffing/static.wixstatic.com/media/1f031c_966b96a88de74fb5842c1e2d2ce2187d_mv2.png/v1/crop/x_1,y_0,w_437,h_439/fill/w_216,h_217,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/emmylou.png	(from https://www.virtualstaffing.net/aboutus)
